166,328,411,328,411,361,166,361,SIN LIANHAP SDN GHD
182,362,328,362,328,381,182,381,LOT 13, JALAN
168,401,413,401,413,434,168,434,SIN LIANHOP SDN GHD
184,433,394,433,394,453,184,453,LOT 13, JALAN IPOH,
143,466,439,466,439,486,143,486,KG BATU 30 , ULU YAM LAMA
141,496,434,496,434,516,141,516,44300 STG KALI, SELANGOR.
45,526,495,526,495,543,45,543,TEL: 03-80752222{HUNTING LINE) FAX 02-80752572
131,558,445,558,445,582,131,582,(Company Reg No: 264922-D )
149,592,434,592,434,616,149,616,(GST Reg No: 001610832920)
212,643,346,643,346,661,212,661,TAX INVOICE
42,704,235,704,235,737,42,737,CASH CUSTOMER
44,751,161,751,161,769,44,769,invoice No. :
217,748,327,748,327,769,217,769,* HO003939
47,781,103,781,103,799,47,799,Date:
219,781,337,781,337,800,219,800,2 05/08/2016
44,813,145,813,145,831,44,831,Cashier #:
299,862,331,862,331,879,299,879,RM
46,900,240,900,240,919,46,919,PPD 4M DENLIME
290,937,340,937,340,955,290,955,1.887
60,966,147,966,147,998,60,998,1.000 PC
178,973,188,973,188,988,178,988,x
462,971,502,971,502,989,462,989,2.00
48,1015,203,1015,203,1034,48,1034,60234 GARDEN
286,1053,337,1053,337,1071,286,1071,5.000
61,1082,151,1082,151,1114,61,1114,1.000 PC
181,1089,189,1089,189,1104,181,1104,bs
464,1087,504,1087,504,1105,464,1105,5.30
230,1138,320,1138,320,1171,230,1171,Subtotal :
464,1144,503,1144,503,1161,464,1161,7.30
61,1187,323,1187,323,1211,61,1211,Tota’ Saes Exciuimy GST:
465,1190,507,1190,507,1207,465,1207,6.89
49,1220,320,1220,320,1239,49,1239,Total Sales inciueive of GST:
469,1223,508,1223,508,1240,469,1240,7.30
114,1254,315,1254,315,1278,114,1278,{ounding Adjustment :
465,1256,505,1256,505,1274,465,1274,0.00
215,1299,312,1299,312,1338,215,1338,Payment :
465,1311,505,1311,505,1329,465,1329,7.30
194,1345,322,1345,322,1369,194,1369,Change Due :
467,1347,507,1347,507,1365,467,1365,0.00
48,1414,178,1414,178,1438,48,1438,Total item(s) :
231,1416,242,1416,242,1434,231,1434,2
250,1462,277,1462,277,1467,250,1467,-
278,1464,354,1464,354,1486,278,1486,Amant
465,1466,497,1466,497,1484,465,1484,Ta
44,1462,200,1462,200,1494,44,1494,GST Summary |
45,1496,142,1496,142,1521,45,1521,SR @6
324,1500,364,1500,364,1517,324,1517,6.89
469,1501,506,1501,506,1518,469,1518,041
64,1631,353,1631,353,1675,64,1675,weneees* THANK YOU)
51,1670,496,1670,496,1697,51,1697,= PLEASE COME AGAIN **
