164,114,430,114,430,136,164,136,PETRON BKT LANJAN SB
164,145,415,145,415,168,164,168,ALSERKAM ENTERPRISE
44,178,269,178,269,201,44,201,Tel: 03-6156 8757
311,179,385,179,385,200,311,200,Co No:
417,177,562,177,562,200,417,200,001083069--M
124,209,466,209,466,234,124,234,KM 458.4 BKT LANJAN UTARA,
99,241,482,241,482,267,99,267,L/RAYA UTARA SELATAN,SG BULOH
191,273,402,273,402,296,191,296,47000 SUNGAT BUL
138,336,442,336,442,359,138,359,GST ID No: 001210736640
218,399,364,399,364,422,218,422,TAX INVOICE
592,325,616,325,616,431,592,431,;
32,495,349,495,349,518,32,518,TAX INVOICE NO: 19729058
31,527,80,527,80,550,31,550,POS:
497,556,549,556,549,580,497,580,Babu
32,559,160,559,160,582,32,582,Store No.:
193,558,270,558,270,581,193,581,129077
32,590,163,590,163,616,32,616,01/02/2018
204,590,336,590,336,613,204,613,4:43:17 PH
32,690,42,690,42,708,32,708,A
71,686,83,686,83,709,71,709,2
111,685,310,685,310,711,111,711,double ,mint te
510,684,562,684,562,707,510,707,3.00
32,730,40,730,40,737,32,737,A
74,719,80,719,80,740,74,740,|
112,717,307,717,307,741,112,741,sandwich yanil1
513,716,562,716,562,739,513,739,1.90
510,780,562,780,562,803,510,803,0.28
72,782,160,782,160,805,72,805,GST RM:
72,813,293,813,293,837,72,837,Total RM inc.G3T:
510,812,562,812,562,835,510,835,4,90
72,878,124,878,124,901,72,901,Cash
510,877,562,877,562,899,510,899,5.00
72,910,150,910,150,936,72,936,Change
510,908,562,908,562,931,510,931,0.10
32,974,177,974,177,1000,32,1000,GST Summary
245,972,387,972,387,999,245,999,Amount (RM)
458,973,482,973,482,995,458,995,Ta
246,1006,297,1006,297,1028,246,1028,4.62
457,1005,478,1005,478,1027,457,1027,0.
484,971,560,971,560,1027,484,1027,Tl
32,1007,124,1007,124,1029,32,1029,A=6.00%
33,1071,43,1071,43,1092,33,1092,A
108,1069,416,1069,416,1092,108,1092,ITAL INCLUDES 6.00% GST
152,1166,430,1166,430,1189,152,1189,Use 3000 Petron Miles
178,1198,403,1198,403,1224,178,1224,points to pay for
232,1230,347,1230,347,1254,232,1254,RM45 Fuel
